conversation_id,conversation,cluster,intent,reason
228,"Customer: So some random person is trying to use my email address for their apple id and now I'm 1) getting spammed with verification emails 2) can't create an apple id using that email address 3) can't login to their apple id (don't know the phone number) 4) no way to tell @AppleSupport
AppleSupport: @223561 We know how important it is to have access to your account, and we are going to do everything we can to help you. Please contact our Apple ID account specialists for support. 

You can reach out to them here: https://t.co/UJm15vmMM2",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
229,"Customer: @AppleSupport Question about syncing: I sent a DM, when you have time, thanks!
AppleSupport: @334898 Thanks for reaching out. We've received your DM and will continue from there. https://t.co/GDrqU22YpT
Customer: @AppleSupport Thanks, I responded. Appreciate it.",4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
230,"Customer: .@115858 @AppleSupport @116333 this has got to stop. https://t.co/kxxA6F7SjX
AppleSupport: @701814 That issue has been fixed. If your I’s are still getting auto-corrected to question marks in a box when you type, that would mean you're still using an old version of software on your device. Get your device up to date in Settings &gt; General &gt; Software Update.",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
231,"Customer: @AppleSupport my iPhone x battery is getting drained even when its kept at home in box. Pls help
AppleSupport: @161904 We want to be sure you get the most out of your iPhone battery life. Send us a DM so we can look into this further with you. https://t.co/GDrqU22YpT
Customer: @AppleSupport Sent",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
232,"AppleSupport: @290987 We'd love help you clear up some space. Check out this link and let us know if you have questions: https://t.co/oZ7w05bltX
Customer: @AppleSupport Hahaha I’ve been to that preference many times, but it keeps changing after every update. I just never want a reminder to buy storage.
Customer: @AppleSupport And it took most of those without my knowledge in the first place. Now it tells me every save and is under every document in my folders.
Customer: @AppleSupport Even if and when I change the setting back, you’ll always have our documents yet will also be telling me to pay for more storage. Nice job.",17,MACBOOK_GENERAL_ISSUE,"All conversations involve customers reporting unspecified technical problems or malfunctions with their Mac or MacBook devices, prompting support to request further details via DM."
233,"Customer: @AppleSupport Got 2 confirm emails and numbers after ordering my #iPhoneX but only ordered 1. How do I check?
AppleSupport: @142571 Let's look into this for you. This page can guide you on checking your order status: https://t.co/jr7MZtpSNY https://t.co/GDrqU22YpT
Customer: @AppleSupport Already taken care of. 2 hours on phone and chat this morning. Thx.",8,REQUEST_HUMAN_CONTACT,"Customers are primarily seeking direct communication channels, such as phone numbers or emails, to speak with a representative or escalate their issues."
234,"Customer: @AppleSupport have just updated my iPhone 6s to latest 11.1.2.  Battery life is awful. Basically drained on around 4 hours whereas I’d normally expect 10 hours with the same kind of usage.  Can you fix this ASAP?
AppleSupport: @765690 You’re in the right spot and we’ll do everything we can to help you. It sounds like you updated iOS within the last few hours, is that right? Have you restarted your iPhone since installing the last update? Let us know in DM, please. https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
235,"Customer: Ok @AppleSupport why is the weird question mark box thing happening if you try to type just a capital letter eye
AppleSupport: @754986 No question is weird as you're seeking our help and we're here to help. Which model is it and which OS version?
Customer: @AppleSupport 7+ and it’s the newest iOS. I️ see this on here, IG, BBM https://t.co/ZPocrZlpQd
Customer: @AppleSupport Oh. Snapchat too. Only place it doesn’t do it is regular text messages
AppleSupport: @754986 Is iOS 11.0.3 the version installed and when did this start? Any steps tried on your own since this started?
Customer: @AppleSupport Yes. That’s the iOS. Started today. And no I️ haven’t tried anything
AppleSupport: @754986 Let's reset the Keyboard Dictionary from here, then restart it to test for the same issue: Settings &gt; General &gt; Reset
Customer: @AppleSupport Ok
Customer: @AppleSupport That might have worked I️ I’m I’ve
Customer: @AppleSupport Nope
AppleSupport: @754986 We'll want to try removing your iCloud account, restart, then reset the Keyboard Dictionary again, restart once more, then test.
Customer: @AppleSupport How do I️ remove my iCloud account? I’m kind of nervous to do that
Customer: @AppleSupport That did not work
AppleSupport: @754986 Let's continue within DM here: https://t.co/GDrqU22YpT",15,KEYBOARD_TYPING_GLITCH,Customers are reporting a specific bug where typing the letter 'I' results in incorrect characters or formatting issues on their devices.
236,"Customer: @AppleSupport hello, my iphone 6 keeps freezing and crashing apps with the new iOS 11.0.2 and it got really slow. is there going to be an update to fix that? ive seen that many people have this issue.
AppleSupport: @293644 Let’s look into this together. Which apps are slow to respond or are closing unexpectedly on your iPhone 6?
Customer: @AppleSupport mostly instagram, whatsapp, twitter, facebook (+ messenger), the camera app, sometimes the clock app too
Customer: @AppleSupport sometimes the lock screen is messed up when i get push notifications, the time just disappears and the unlocking is sometimes very slow
AppleSupport: @293644 Let's investigate further. Please send us a DM. We'll continue to troubleshoot there. https://t.co/GDrqU2kzhr",5,IOS_11_FREEZE_PROBLEM,"All customers report that their iPhones are freezing, crashing, or becoming unresponsive specifically after updating to iOS 11."
237,"Customer: @AppleSupport Im Having Problems With The Life Of My Battery On My IPhone 7 Which Is Running On IOS 11.1.2. Need Help With This ASAP😰.
AppleSupport: @819562 We appreciate you reaching out to us to resolve this issue. Let's hop into DM and go from there. https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
238,"Customer: @AppleSupport since I️ updated to 11 my phone says it’s charging but after an hour on the charger it’ll tell me the battery has gone down.
AppleSupport: @572843 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz
Customer: @AppleSupport Not sure how that is going to fix my phone saying it’s charging when it isn’t....
AppleSupport: @572843 Thank you. Please DM us and provide some additional details about the issue you're having. We'd be happy to help. https://t.co/GDrqU22YpT",3,IOS_11_BATTERY_DRAIN,"All customers report significant battery life degradation or rapid draining specifically after updating to iOS 11, requesting a fix or troubleshooting assistance."
239,"Customer: I am very angry ... and I decided to give up your products for ever @AppleSupport @115858
AppleSupport: @218375 We want to help you. How can we assist you today?
Customer: @AppleSupport @AppleSupport https://t.co/1TwkWaUDeQ
Customer: @AppleSupport  https://t.co/RPFzCAXu9d
AppleSupport: @218375 Thank you for these details. Please DM us via the following link and we'll help you further. https://t.co/GDrqU22YpT",4,INITIAL_SUPPORT_INQUIRY,All conversations consist of automated responses acknowledging a customer's initial public contact and directing them to private direct messages for further assistance.
240,"Customer: @AppleSupport the camera preserve setting feature does NOT preserve the settings.  Is this being looked at? 🍏
AppleSupport: @327686 Let's work on it. Which iOS version number is installed (e.g. 10.3.3, 11.0.3, etc)? Have you tried any troubleshooting yet?
Customer: @AppleSupport 11.0.2 iPhone 7plus.  I keep making sure my settings are correct.  Have restarted a lot. My friends have the same problem.
AppleSupport: @327686 Got it. When did this issue first occur? Did you install any new update? Let us know via DM. We'll go from there. https://t.co/GDrqU22YpT",7,PHOTOS_DISAPPEARED,"Customers are reporting that their photos have vanished, are missing, or are not loading from their device's camera roll or photo library."
